"Cost_of_Goods_Sold_EURO","Quantity_units","Number_of_Deliveries","N_Parts","Assembly_Labour_Minutes","Machinery_Minutes","Geographical_Area","Plant","Customer_Class","Turnover_Range_EURO","Product_Line","Product_Type","Total_Cost_of_Distribution","Total_Customer_Order_Management_Costs","Customer_related_Issues_Costs","Total_Operations_Costs"
4960.18,29,40,20,435,713,"NAM","USA","Strategic","Strategic","Springs","Air Springs",241.38,260.01,35.46,1126.62
21701.29,50,51,40,1690,2770,"FRA","Spain","Strategic","Strategic","Springs","Air Springs",281.18,529.2,753.72,2428.97
6218.93,40,18,33,0,3808,"NAM","Spain","Others","e >500","Springs","Air Springs",209.37,224.45,20.47,544.17
160.7,1,4,33,0,1224,"APA","Spain","Others","d 250-500","Springs","Air Springs",23.92,15.54,0.14,125.36
3718.98,18,40,40,0,2438,"SCA","Spain","Nationals","e >500","Springs","Air Springs",234.97,139.27,3.07,304.38
1033.05,5,4,40,0,4228,"ITA","Spain","Others","a 0-20","Springs","Air Springs",61.87,130.24,0.57,84.55
5936.92,25,51,40,0,2974,"SCA","Spain","Nationals","e >500","Springs","Air Springs",298.08,219.41,4.64,362.51
2612.25,11,18,40,0,1322,"ITA","Spain","Others","a 0-20","Springs","Air Springs",123.03,328.17,1.36,168.63
2125.72,15,18,35,0,2045,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",90.31,188.1,1.96,290.18
24862.34,180,60,35,0,2208,"ITA","Spain","Nationals","e >500","Springs","Air Springs",705.28,1284.25,21.09,2143.42
8472.78,38,64,35,0,58,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",412.99,683.23,7.16,780.3
5896.3,42,18,33,592.62,330,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",171.07,188.49,4.67,809.63
3863.91,27,4,32,380.7,4245,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",96.17,122.66,3,564.81
3171.07,22,18,33,310.42,3915,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",104.69,100.97,2.54,479.79
734.3,5,4,32,70.5,1194,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",35.47,23.22,0.58,202.63
1580.48,6,29,35,0,2555,"ITA","Spain","Others","b 20-100","Springs","Air Springs",92.45,526.63,1.66,361.94
2328.42,50,4,11,0,1,"CSI","Spain","Others","b 20-100","Plugs and Caps","Spare Parts",104.73,389.3,1.93,36.97
977.93,21,4,11,0,1,"ITA","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",54.54,89.04,0.69,15.53
651.96,14,18,11,0,1,"ITA","Spain","Others","d 250-500","Plugs and Caps","Spare Parts",40.52,80.96,0.47,10.35
884.8,19,60,11,0,1,"ITA","Spain","Others","e >500","Plugs and Caps","Spare Parts",61.62,131.9,0.77,14.05
1164.21,25,18,11,0,1,"UKE","Spain","Others","b 20-100","Plugs and Caps","Spare Parts",61.72,90.97,1.03,18.48
493.42,10,18,11,0,1,"IAM","Spain","Others","e >500","Plugs and Caps","Spare Parts",20.49,57.84,0.35,11.29
1480.25,30,29,11,0,1,"IAM","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",62.23,255.95,1.04,33.87
986.83,20,29,11,0,1,"IAM","Spain","Others","c 100-250","Plugs and Caps","Spare Parts",47.57,86.28,0.97,22.58
4934.15,100,40,11,0,1,"ITA","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",251.94,462.95,3.86,112.91
5427.57,110,64,11,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",309.31,666.41,3.85,103.45
2713.78,55,60,11,0,1,"ITA","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",190.23,343.46,1.88,62.1
3404.56,69,51,11,0,1,"ITA","Spain","Others","d 250-500","Plugs and Caps","Spare Parts",198.11,428.03,2.87,77.9
3700.61,75,64,11,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",201.17,340.05,2.61,84.68
1726.95,35,18,11,0,1,"ITA","Spain","Others","d 250-500","Plugs and Caps","Spare Parts",66.92,204.06,8.38,39.52
3651.27,74,60,11,0,1,"ITA","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",226.8,438.13,3.04,83.55
986.83,20,18,11,0,1,"ITA","Spain","Nationals","a 0-20","Plugs and Caps","Spare Parts",66.59,175.32,0.7,22.58
10953.82,222,64,11,0,1,"IAM","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",918.59,2305.08,8.43,229.9
1480.25,30,18,11,0,1,"UKE","UK","Others","a 0-20","Plugs and Caps","Spare Parts",266.6,34.95,2.44,33.87
1600.35,35,29,11,0,1,"FRA","Spain","Nationals","a 0-20","Plugs and Caps","Spare Parts",138.17,135.21,1.49,23.05
914.49,20,29,11,0,1,"ITA","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",90.3,145.63,0.79,13.17
1371.73,30,51,11,0,1,"ITA","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",139.28,174.36,0.98,19.76
1783.25,39,29,11,0,1,"ITA","Spain","Others","d 250-500","Plugs and Caps","Spare Parts",158.18,223.6,1.46,25.68
914.49,20,29,11,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",80.05,110.7,0.67,13.17
868.76,19,40,11,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",74.53,80.13,0.64,12.51
12060.61,220,9,11,0,1,"ITA","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",546.61,1120.59,9.1,148.47
3563.36,65,74,11,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",183.46,436.15,2.49,50
2192.84,40,51,11,0,1,"ITA","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",135.75,347.74,1.84,30.77
3563.36,65,60,11,0,1,"ITA","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",234.08,457.45,2.59,50
1370.52,25,40,11,0,1,"ITA","Spain","Others","e >500","Plugs and Caps","Spare Parts",77.9,197.85,1.53,19.23
1370.52,25,40,11,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",67.19,125.91,0.97,19.23
2741.05,50,18,11,0,1,"CEU","Spain","Others","e >500","Plugs and Caps","Spare Parts",141.24,372,1.97,38.46
168.64,2,4,7,0,1176,"ITA","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",14.09,20.04,0.14,15.96
804.46,13,29,11,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",71.16,103.04,0.64,11.61
3836.63,62,68,11,0,1,"ITA","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",413.64,496.73,2.87,55.36
924.2,15,40,11,0,1,"IAM","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",46.49,155.3,0.61,16.87
616.13,10,4,11,0,1,"IAM","Spain","Others","c 100-250","Plugs and Caps","Spare Parts",33.52,52.78,0.51,11.24
2464.53,40,51,11,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",160.37,297.27,1.63,44.98
3943.25,64,40,11,0,1,"ITA","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",272.82,450.35,2.87,71.97
641.56,8,29,11,0,1,"ITA","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",103.03,98.29,0.47,18.92
3151.67,50,4,11,0,1,"CEU","Spain","Others","e >500","Plugs and Caps","Spare Parts",116.35,429.45,2.43,64.32
1313.99,20,29,11,0,1,"CEU","Spain","Others","e >500","Plugs and Caps","Spare Parts",76.64,178.64,1.03,41.89
2584.97,25,18,22,0,2615,"UKE","Spain","Others","b 20-100","Springs","Air Springs",112.16,91.01,2.47,342.81
244.64,3,4,22,0,3343,"ITA","Spain","Others","e >500","Springs","Air Springs",10.38,23.65,0.26,32.8
13292.35,163,64,22,0,1727,"UKE","Spain","Others","c 100-250","Springs","Air Springs",300.68,526.39,13.49,1761.29
422.01,5,4,22,0,4257,"CSI","Spain","Others","b 20-100","Springs","Air Springs",12.98,55.76,0.39,55.27
1266.03,15,18,22,0,2040,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",87.72,125.44,1.3,165.81
1688.03,20,18,22,0,2571,"ITA","Spain","Others","d 250-500","Springs","Air Springs",87.15,141.42,1.73,221.09
8440.17,100,4,22,0,607,"CEU","Spain","Others","e >500","Springs","Air Springs",417.72,763.44,7.52,1084.68
405.07,4,4,21,0,904,"ITA","Spain","Others","d 250-500","Springs","Air Springs",30.48,33.33,0.38,84.23
2025.37,20,18,21,0,3450,"ITA","Spain","Others","d 250-500","Springs","Air Springs",147.39,174.33,2.04,421.14
2465.33,30,18,22,0,3355,"UKE","UK","Others","a 0-20","Springs","Air Springs",486.66,77.31,4.59,413.27
1248.68,5,4,31,0,895,"CEU","Spain","Others","e >500","Springs","Air Springs",57.53,110.63,0.94,126.74
4766.02,25,4,21,0,2541,"NAM","Spain","Others","e >500","Springs","Air Springs",81,135.7,7.94,313.59
5424.75,40,18,22,0,442,"CEU","Spain","Others","e >500","Springs","Air Springs",212.92,479.44,3.72,893.73
1763.04,13,40,22,0,3121,"UKE","UK","Nationals","e >500","Springs","Air Springs",295.29,56.02,2.99,290.46
16446.09,106,51,34,2164.5,2756,"CEU","Spain","Strategic","Strategic","Springs","Air Springs",902.47,600.07,130.32,4649.79
775.76,5,4,34,2164.5,1364,"CEU","Spain","Strategic","Strategic","Springs","Air Springs",22.61,46.6,5.76,220.31
1529.8,17,29,24,0,2161,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",89.81,137.97,1.48,218.2
2699.65,30,29,24,0,3360,"ITA","Spain","Nationals","e >500","Springs","Air Springs",116.8,238.59,2.73,385.06
10058.54,100,29,23,0,1720,"CEU","Spain","Others","e >500","Springs","Air Springs",372.48,904.39,8.42,1741.29
3042.08,30,18,24,0,4049,"ITA","Spain","Nationals","e >500","Springs","Air Springs",121.65,164.83,2.78,834.93
4062.54,40,40,24,0,52,"ITA","Spain","Nationals","e >500","Springs","Air Springs",167.1,219.89,3.71,1078.28
10172.82,110,64,22,3950.8,2309,"ITA","Spain","Others","c 100-250","Springs","Air Springs",383.53,655.19,8.08,1719.19
15259.23,165,60,22,3950.8,3192,"ITA","Spain","Nationals","e >500","Springs","Air Springs",572.4,847.43,14.45,2589.16
462.4,5,4,22,3950.8,1194,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",14.25,33.38,0.47,79.09
9519.98,100,64,22,8051.1,2219,"ITA","Spain","Others","c 100-250","Springs","Air Springs",372.78,609.97,7.35,1572.01
27131.94,285,13,22,8051.1,4297,"ITA","Spain","Nationals","e >500","Springs","Air Springs",1055.86,1478.02,24.97,4518.61
476,5,4,22,8051.1,1194,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",21.72,24.56,0.47,79.64
17135.96,180,74,22,8051.1,3268,"CSI","Spain","Others","d 250-500","Springs","Air Springs",404.63,830.37,13.27,2846.21
1021.53,10,4,23,0,1269,"ITA","Spain","Nationals","e >500","Springs","Air Springs",52.33,53.05,0.88,157.24
1021.53,10,18,23,0,1269,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",78.2,98.85,1,157.24
1819.82,13,51,25,0,1904,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",115.79,202.47,1.66,252.69
3361.6,15,29,35,582,89,"CEU","Spain","Strategic","Strategic","Springs","Air Springs",230.02,113.43,20.63,649.23
1654.61,5,29,24,0,3024,"ITA","Spain","Others","a 0-20","Springs","Air Springs",66.45,214.66,1.32,293.05
1985.53,6,18,24,0,3382,"ITA","Spain","Nationals","e >500","Springs","Air Springs",91.56,115.88,2.07,351.66
330.92,1,4,24,0,4280,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",19.26,23.24,0.25,58.61
856.61,5,18,24,0,1048,"IAM","Spain","Others","e >500","Springs","Air Springs",30.74,62.38,0.65,94.22
3426.44,20,18,24,0,3429,"ITA","Spain","Nationals","e >500","Springs","Air Springs",153.61,169.02,2.71,376.89
2055.87,12,18,24,0,2526,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",128.93,243.65,1.89,226.14
856.61,5,18,24,0,1048,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",60.42,81.72,0.82,94.22
2569.83,15,40,24,0,2949,"ITA","Spain","Nationals","e >500","Springs","Air Springs",117.74,179.59,3.84,282.67
4625.7,27,29,24,0,3990,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",246.34,238.4,4.52,508.8
856.61,5,18,24,0,1048,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",49.27,68.98,0.8,94.22
342.64,2,4,24,0,3414,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",13.35,23.51,0.32,37.69
20166.87,204,64,21,0,1713,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",872.81,1682.81,18.47,1942.25
20904.22,93,64,27,0,3185,"NAM","USA","Nationals","e >500","Springs","Air Springs",1172.15,1307.28,16.86,3455.41
1800.76,7,60,27,0,3095,"NAM","USA","Nationals","e >500","Springs","Air Springs",83.97,108.58,1.4,332.12
1035.39,5,4,24,0,2111,"ITA","Spain","Others","e >500","Springs","Air Springs",171.94,26.13,0.75,226.13
4141.58,20,18,24,0,132,"ITA","Spain","Nationals","e >500","Springs","Air Springs",140.88,274.62,5.61,904.51
1202.26,10,4,24,0,1260,"APA","Spain","Others","c 100-250","Springs","Air Springs",55.58,48.23,1.12,657.37
3828.78,39,18,23,0,3797,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",111.56,123.15,3.09,535.58
2896.79,25,4,22,352.5,279,"CEU","Spain","Others","e >500","Springs","Air Springs",103.82,257.21,2.11,939.69
4693.67,25,4,22,352.5,707,"CEU","Spain","Others","e >500","Springs","Air Springs",169.52,408.89,2.64,1286.18
1406.29,10,18,14,0,1,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",65.6,106.9,1.03,21.78
3234.48,23,40,14,0,1,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",147.11,356.53,2.75,50.1
35823.85,250,40,14,0,1,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",1154.11,2488.19,20.18,1913.88
1719.54,12,4,14,0,1,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",60.93,190.06,1.5,92.86
19344.88,135,68,14,0,1,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",691.83,938.08,15.35,1023.95
1135,8,18,14,0,1,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",93.89,125.49,0.99,63.36
353.31,2,4,14,0,1,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",49.7,38.25,0.3,21.59
1864.72,14,29,14,0,1,"ITA","Spain","Others","b 20-100","Springs","Air Springs",91.23,625.3,2.05,91.37
76345.63,1050,10,0,0,1,"ITA","Spain","Others","e >500","Residual Springs","Air Springs",6171.58,1971,57.4,2747.41
363.56,5,4,0,0,1,"ITA","Spain","Others","c 100-250","Residual Springs","Air Springs",35.96,24.63,0.38,13.18
15996.23,220,74,0,0,1,"ITA","Spain","Nationals","d 250-500","Residual Springs","Air Springs",1676.98,1047.49,18.41,559.25
1236.07,17,40,0,0,1,"ITA","Spain","Others","d 250-500","Residual Springs","Air Springs",110.05,145.79,1.1,24.07
290.85,4,18,0,0,1,"ITA","Spain","Nationals","c 100-250","Residual Springs","Air Springs",31.95,33.39,0.36,10.55
6334.95,90,16,0,0,1,"SAM","Brasil","Others","c 100-250","Residual Springs","Air Springs",2166.43,828.19,7.16,210.36
2111.65,30,29,0,0,1,"ITA","Spain","Others","a 0-20","Residual Springs","Air Springs",323.39,353.5,2.46,56.29
1418.24,20,64,0,0,1,"FRA","Spain","Nationals","c 100-250","Residual Springs","Air Springs",155.99,124.8,17.95,30.92
354.57,5,4,0,0,1,"FRA","Spain","Others","b 20-100","Residual Springs","Air Springs",47.81,40.16,0.44,12.92
3545.68,50,29,0,0,1,"FRA","Spain","Nationals","a 0-20","Residual Springs","Air Springs",457.4,386.29,4.18,108.42
23046.92,325,68,0,0,1,"IAM","Spain","Others","e >500","Residual Springs","Air Springs",2104.73,1695.19,17.74,818.83
5673.08,80,40,0,0,1,"IAM","Spain","Nationals","d 250-500","Residual Springs","Air Springs",611.86,330.57,5.66,185.92
6382.23,90,18,0,0,1,"CSI","Spain","Others","b 20-100","Residual Springs","Air Springs",707.31,178.69,6.63,211.75
283.66,4,4,0,0,1,"IAM","Spain","Others","d 250-500","Residual Springs","Air Springs",35.2,16.24,0.35,10.33
2127.41,30,29,0,0,1,"IAM","Spain","Others","c 100-250","Residual Springs","Air Springs",234.3,94.56,2.19,56.75
3545.68,50,4,0,0,1,"CSI","Spain","Others","b 20-100","Residual Springs","Air Springs",380.25,135.4,3.51,108.42
6027.65,85,51,0,0,1,"ITA","Spain","Others","c 100-250","Residual Springs","Air Springs",707.89,418.46,6.82,198.83
7091.35,100,51,0,0,1,"ITA","Spain","Nationals","b 20-100","Residual Springs","Air Springs",771.29,474.35,7.17,237.58
2978.38,42,51,0,0,1,"ITA","Spain","Nationals","c 100-250","Residual Springs","Air Springs",383.54,256.14,3.83,87.75
1418.27,20,18,0,0,1,"ITA","Spain","Others","c 100-250","Residual Springs","Air Springs",131.79,61.68,1.12,30.92
14182.71,200,5,0,0,1,"ITA","Spain","Nationals","c 100-250","Residual Springs","Air Springs",1608.77,872.13,15.25,495.92
354.57,5,4,0,0,1,"ITA","Spain","Others","c 100-250","Residual Springs","Air Springs",39.55,51.4,0.37,12.92
20423.1,288,21,0,0,1,"ITA","Spain","Others","d 250-500","Residual Springs","Air Springs",2311.99,1729.92,21.9,723.25
7091.35,100,9,0,0,1,"ITA","Spain","Others","d 250-500","Residual Springs","Air Springs",692.98,835.33,6.09,237.58
2127.42,30,40,0,0,1,"ITA","Spain","Nationals","d 250-500","Residual Springs","Air Springs",235.77,136.47,2.21,56.75
850.96,12,29,0,0,1,"ITA","Spain","Nationals","c 100-250","Residual Springs","Air Springs",106.99,99.35,1.06,10.25
709.14,10,4,0,0,1,"ITA","Spain","Others","e >500","Residual Springs","Air Springs",74.68,68.33,0.72,25.83
9218.77,130,18,0,0,1,"ITA","Spain","Nationals","e >500","Residual Springs","Air Springs",1081.09,467.53,17.17,315.08
14537.27,205,11,0,0,1,"ITA","Spain","Nationals","d 250-500","Residual Springs","Air Springs",1867.62,822.98,18.65,508.83
1560.11,22,60,0,0,1,"ITA","Spain","Others","e >500","Residual Springs","Air Springs",168.04,165.91,1.55,36.09
2694.71,38,40,0,0,1,"ITA","Spain","Others","d 250-500","Residual Springs","Air Springs",295.42,201.41,13.45,77.42
19855.79,280,68,0,0,1,"ITA","Spain","Nationals","c 100-250","Residual Springs","Air Springs",2200.51,894.52,20.64,702.58
14182.71,200,74,0,0,1,"ITA","Spain","Nationals","d 250-500","Residual Springs","Air Springs",1368.65,597.98,11.93,495.92
10637.03,150,29,0,0,1,"ITA","Spain","Others","b 20-100","Residual Springs","Air Springs",988.4,344.26,8.42,366.75
1418.27,20,18,0,0,1,"ITA","Spain","Nationals","a 0-20","Residual Springs","Air Springs",149.35,155.05,1.37,30.92
1063.7,15,4,0,0,1,"CSI","Spain","Others","c 100-250","Residual Springs","Air Springs",125.5,40.92,1.21,18
18792.09,265,64,0,0,1,"IAM","Spain","Nationals","c 100-250","Residual Springs","Air Springs",1914.84,581.7,17.21,663.83
275.39,4,4,0,0,1,"FRA","Spain","Nationals","c 100-250","Residual Springs","Air Springs",79.1,24.91,3.59,10.33
496.39,7,4,0,0,1,"ITA","Spain","Others","d 250-500","Residual Springs","Air Springs",62.55,40.83,0.46,18.08
709.14,10,4,0,0,1,"ITA","Spain","Nationals","e >500","Residual Springs","Air Springs",103.47,35.87,1.32,25.83
4963.95,70,51,0,0,1,"ITA","Spain","Nationals","d 250-500","Residual Springs","Air Springs",817.98,284.17,6.56,160.08
5588.64,33,29,35,0,406,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",271.38,403.72,4.49,961.68
1813.3,10,4,37,0,1859,"SCA","Spain","Nationals","e >500","Springs","Air Springs",99.01,75.19,2.16,314.04
7288.02,40,29,37,0,4279,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",187.35,226.75,5.35,681.1
1822.01,10,4,37,0,1885,"SCA","Spain","Nationals","e >500","Springs","Air Springs",93.26,75.43,2.16,175.46
8570.98,47,51,37,0,50,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",269.55,266.58,6.29,797.78
911.81,5,4,37,0,895,"ITA","Spain","Others","a 0-20","Springs","Air Springs",47.6,117.34,0.72,87.08
23900.29,130,5,37,0,1743,"SCA","Spain","Nationals","e >500","Springs","Air Springs",1354.55,986.4,27.74,2008.87
550.98,3,4,37,0,3765,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",16.25,17.21,0.42,64.9
3673.22,20,18,37,0,3023,"ITA","Spain","Others","a 0-20","Springs","Air Springs",181.92,475.36,2.85,432.66
1916.86,10,4,36,0,2444,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",51.99,58.36,1.35,459.53
191.85,1,4,36,0,2449,"CEU","Spain","Others","a 0-20","Springs","Air Springs",47.34,48.5,0.16,202.72
22843.13,130,40,37,0,1743,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",511.23,719.79,17.39,1984.82
26381.57,150,29,37,0,2259,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",476.26,831.01,20.06,2234.94
9099.44,35,51,37,0,76,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",354.91,735.41,7.73,865.13
6834.83,26,40,37,0,4068,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",281.89,544.38,5.61,679.89
8634.16,32,29,37,0,4468,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",208.32,272.37,6.59,735.4
6745.44,25,29,37,0,4025,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",256.02,535.21,5.48,569.99
5101.99,28,4,36,0,4179,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",132.05,161.96,3.97,942.1
4741.57,25,4,36,0,3962,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",111.86,148.4,3.54,863.51
6505.2,24,29,37,0,3974,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",204.96,204.26,4.9,612.8
1355.25,5,4,37,0,1153,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",63.77,110.7,1.19,131.99
10541.37,60,40,37,0,325,"SCA","Spain","Nationals","e >500","Springs","Air Springs",577.62,433.24,12.07,1002.56
1758.5,10,4,37,0,1885,"SCA","Spain","Nationals","e >500","Springs","Air Springs",99.15,72.05,2.01,316.07
8588.88,50,29,37,0,115,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",229.9,272.84,6.69,850.38
3782.64,22,29,37,0,3138,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",111,120.12,2.94,480.62
173935.62,1672,32,26,0,2933,"CEU","Spain","Nationals","e >500","Springs","Air Springs",3700.89,14206.1,1737,26408.76
184159.75,1548,38,26,0,2903,"CEU","Spain","Nationals","e >500","Springs","Air Springs",3526.94,14004.22,1416.58,44240.99
26854.46,193,74,29,0,2357,"CEU","Spain","Nationals","e >500","Springs","Air Springs",509.83,2002.31,209.92,3006.94
23831.83,170,74,29,0,2241,"CEU","Spain","Nationals","e >500","Springs","Air Springs",565.17,1773.25,184.9,2703.14
29839.08,167,9,27,0,2853,"CEU","Spain","Nationals","e >500","Springs","Air Springs",604.05,2183.25,217.61,5194.91
2809.85,27,51,23,0,176,"UKE","Spain","Others","c 100-250","Springs","Air Springs",127.43,109.17,2.71,1116.44
2074.78,14,18,22,0,3363,"CEU","Spain","Others","c 100-250","Springs","Air Springs",163.3,95.61,2.36,617.29
211.67,2,4,26,0,3139,"CEU","Spain","Nationals","e >500","Springs","Air Springs",24.66,16.95,2.11,98.16
227.82,5,4,8,0,1910,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",28,26.33,0.21,20.58
911.27,20,29,8,0,4392,"ITA","Spain","Nationals","a 0-20","Plugs and Caps","Spare Parts",139.74,176.45,0.92,82.33
16764.6,165,12,12,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",847.66,1540.65,11.6,267.6
3348.4,37,68,12,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",210.72,422.34,2.47,40.5
714.13,5,4,12,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",58.46,65.58,0.5,12.94
38684.13,420,16,12,0,1,"ITA","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",1204.39,3356.11,22.66,680.38
11288.13,151,60,12,0,1,"ITA","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",394.95,986.56,6.81,114.52
31842.87,298,9,12,0,1,"ITA","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",1313.43,2890.84,22.17,536.38
1068.55,10,18,12,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",55.86,136.25,0.97,18.7
2210.52,10,4,20,0,1,"CEU","Spain","Others","c 100-250","Plugs and Caps","Spare Parts",136.56,188.51,1.66,29.79
14843.99,160,60,12,0,1,"ITA","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",471.41,1292.28,8.82,219.63
1391.62,15,18,12,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",61.92,177.71,1.27,22.54
2540.43,25,18,21,0,3669,"CEU","Spain","Nationals","e >500","Springs","Air Springs",80.3,198.61,23.48,869.66
3198.02,30,29,25,0,3738,"ITA","Spain","Nationals","e >500","Springs","Air Springs",127.85,222.51,4.74,557.08
5373.58,50,4,25,0,115,"CSI","Spain","Others","b 20-100","Springs","Air Springs",108.47,712.98,4.91,697.82
21494.31,200,64,25,0,2808,"ITA","Spain","Nationals","e >500","Springs","Air Springs",721.59,1187.48,20.2,2770.55
1074.72,10,4,25,0,1885,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",45.03,94.26,1.01,139.56
1827.02,17,18,25,0,2655,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",63.95,163.8,1.74,237.26
1397.13,13,4,25,0,2123,"SCA","Spain","Nationals","e >500","Springs","Air Springs",69.5,57.96,1.66,181.43
429.89,4,4,25,0,4280,"ITA","Spain","Others","b 20-100","Springs","Air Springs",11.06,37.98,13.38,55.83
3761.5,35,18,25,0,4039,"ITA","Spain","Nationals","e >500","Springs","Air Springs",120.54,260.51,5.53,488.48
5910.93,55,18,25,0,222,"CSI","Spain","Others","b 20-100","Springs","Air Springs",133.08,794.89,6.18,767.61
7523.01,70,4,25,0,490,"CSI","Spain","Others","c 100-250","Springs","Air Springs",156.54,1227,7.96,956.2
322.41,3,4,25,0,3765,"CSI","Spain","Others","a 0-20","Springs","Air Springs",12.26,167.14,0.34,41.87
322.41,3,4,25,0,3765,"CSI","Spain","Others","b 20-100","Springs","Air Springs",13.64,29.42,0.34,41.87
7534.26,70,18,25,0,490,"IAM","Spain","Nationals","c 100-250","Springs","Air Springs",361.34,1728.53,5.54,990.7
3228.97,30,4,25,0,3762,"ITA","Spain","Nationals","b 20-100","Springs","Air Springs",201.43,341.98,2.24,433.48
24217.27,225,68,25,0,2896,"ITA","Spain","Nationals","e >500","Springs","Air Springs",799.97,1336.58,22.73,3230.34
1076.32,10,4,25,0,1885,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",44.51,94.33,1.01,144.49
1076.32,10,4,25,0,1885,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",37.09,96.44,1.02,144.49
968.69,9,18,25,0,1800,"ITA","Spain","Others","b 20-100","Springs","Air Springs",24.39,85.54,30.11,130.04
